18.17517734917836	20.7274891297029	0.000583
24.23617178525186	19.360153636299177	0.000812
30.2976470147422	18.048123479477685	0.001337
38.171724226244514	13.006996948993017	0.000517
49.02745144752728	10.82057449227678	0.000398
52.69038567368664	11.481012861941377	0.00039
58.314835065733256	15.900235808756943	0.000314
61.80442154883146	11.429898450035044	0.000173
68.34689920640412	10.82795916205092	0.000215
70.65867738975285	16.484388934116918	0.000124
76.70666126318935	19.39169154771837	0.000584
84.37533029267934	19.77280000829558	0.000275
